"stock_code";"stock_name"
"058610";"에스피지"
"058630";"엠게임"
"058650";"세아홀딩스"
"058730";"다스코"
"058820";"CMG제약"
"058850";"KTcs"
"058860";"KTis"
"058970";"엠로"
"059090";"미코"
"059100";"아이컴포넌트"
"059120";"아진엑스텍"
"059210";"메타바이오메드"
"059270";"해성티피씨"
"060150";"인선이엔티"
"060230";"얍엑스"
"060240";"룽투코리아"
"060250";"NHN한국사이버결제"
"060260";"뉴보텍"
"060280";"큐렉소"
"060300";"레드로버"
"060310";"3S"
"060370";"KT서브마린"
"060380";"동양에스텍"
"060480";"국일신동"
"060540";"에스에이티"
"060560";"홈센타홀딩스"
"060570";"드림어스컴퍼니"
"060590";"씨티씨바이오"
"060720";"KH바텍"
"060850";"영림원소프트랩"
"060900";"대한그린파워"
"060980";"한라홀딩스"
"061040";"알에프텍"
"061250";"화일약품"
"061970";"엘비세미콘"
"062860";"티엘아이"
"062970";"피피아이"
"063080";"컴투스홀딩스"
"063160";"종근당바이오"
"063170";"서울옥션"
"063440";"SM Life Design"
"063570";"한국전자금융"
"063760";"이엘피"
"064090";"에프앤리퍼블릭"
"064240";"홈캐스트"
"064260";"다날"
"064290";"인텍플러스"
"064350";"현대로템"
"064480";"브리지텍"
"064510";"유네코"
"064520";"바른전자"
"064550";"바이오니아"
"064760";"티씨케이"
"064800";"젬백스링크"
"064820";"케이프"
"064850";"에프앤가이드"
"064960";"SNT모티브"
"065060";"지엔코"
"065130";"탑엔지니어링"
"065150";"엠피대산"
"065170";"넥스트BT"
"065350";"신성델타테크"
"065370";"위세아이텍"
"065420";"에스아이리소스"
"065440";"이루온"
"065450";"빅텍"
"065500";"오리엔트정공"
"065510";"휴비츠"
"065530";"와이어블"
"065560";"녹원씨엔아이"
"065570";"삼영이엔씨"
"065650";"메디프론"
"065660";"안트로젠"
"065680";"우주일렉트로"
"065690";"파커스"
"065710";"서호전기"
"065770";"CS"
"065950";"웰크론"
"066110";"한프"
"066130";"하츠"
"066310";"큐에스아이"
"066360";"체리부로"
"066410";"버킷스튜디오"
"066430";"와이오엠"
"066570";"LG전자"
"066575";"LG전자우"
"066590";"우수AMS"
"066620";"국보디자인"
"066670";"디스플레이텍"
"066700";"테라젠이텍스"
"066790";"씨씨에스"
"066830";"제노텍"
"066900";"디에이피"
"066910";"손오공"
"066970";"엘앤에프"
"066980";"이엔코퍼레이션"
"067000";"조이시티"
"067010";"이씨에스"
"067080";"대화제약"
"067160";"아프리카TV"
"067170";"오텍"
"067280";"멀티캠퍼스"
"067290";"JW신약"
"067310";"하나마이크론"
"067370";"선바이오"
"067390";"아스트"
"067570";"엔브이에이치코리아"
"067630";"HLB생명과학"
"067730";"로지시스"
"067770";"세진티에스"
"067830";"세이브존I&C"
"067900";"와이엔텍"
"067920";"이글루시큐리티"
"067990";"도이치모터스"
"068050";"팬엔터테인먼트"
"068240";"다원시스"
"068270";"셀트리온"
"068290";"삼성출판사"
"068330";"일신바이오"
"068400";"SK렌터카"
"068760";"셀트리온제약"
"068790";"DMS"
"068930";"디지털대성"
"068940";"아이씨케이"
"069080";"웹젠"
"069110";"코스온"
"069140";"누리플랜"
"069260";"휴켐스"
"069330";"유아이디"
"069410";"엔텔스"
"069460";"대호에이엘"
"069510";"에스텍"
"069540";"라이트론"
"069620";"대웅제약"
"069640";"한세엠케이"
"069730";"DSR제강"
"069920";"아이에스이커머스"
"069960";"현대백화점"
"070300";"엑스큐어"
"070590";"한솔인티큐브"
"070960";"용평리조트"
"071050";"한국금융지주"
"071055";"한국금융지주우"
"071090";"하이스틸"
"071200";"인피니트헬스케어"
"071280";"로체시스템즈"
"071320";"지역난방공사"
"071460";"위니아딤채"
"071670";"에이테크솔루션"
"071840";"롯데하이마트"
"071850";"캐스텍코리아"
"071950";"코아스"
"071970";"STX중공업"
"072020";"중앙백신"
"072130";"유엔젤"
"072470";"우리산업홀딩스"
"072520";"제넨바이오"
"072710";"농심홀딩스"
"072770";"율호"
"072870";"메가스터디"
"072950";"빛샘전자"
"072990";"에이치시티"
"073010";"케이에스피"
"073110";"엘엠에스"
"073190";"듀오백"
"073240";"금호타이어"
"073490";"이노와이어리스"
"073540";"에프알텍"
"073560";"우리손에프앤지"
"073570";"WI"
"073640";"테라사이언스"
"074430";"아미노로직스"
"074600";"원익QnC"
"074610";"이엔플러스"
"075130";"플랜티넷"
"075180";"새론오토모티브"
"075580";"세진중공업"
"075970";"동국알앤에스"
"076080";"웰크론한텍"
"076340";"관악산업"
"076610";"해성옵틱스"
"077360";"덕산하이메탈"
"077500";"유니퀘스트"
"077970";"STX엔진"
"078000";"텔코웨어"
"078020";"이베스트투자증권"
"078070";"유비쿼스홀딩스"
"078130";"국일제지"
"078140";"대봉엘에스"
"078150";"HB테크놀러지"
"078160";"메디포스트"
"078340";"컴투스"
"078350";"한양디지텍"
"078520";"에이블씨엔씨"
"078590";"디아크"
"078600";"대주전자재료"
"078650";"지나인제약"
"078860";"아이오케이"
"078890";"가온미디어"
"078930";"GS"
"078935";"GS우"
"078940";"코드네이처"
"079000";"와토스코리아"
"079160";"CJ CGV"
"079170";"한창산업"
"079190";"EMW"
"079370";"제우스"
"079430";"현대리바트"
"079550";"LIG넥스원"
"079650";"서산"
"079810";"디이엔티"
"079940";"가비아"
"079950";"인베니아"
"079960";"동양이엔피"
"079970";"투비소프트"
"079980";"휴비스"
"080000";"에스엔유"
"080010";"이상네트웍스"
"080160";"모두투어"
"080220";"제주반도체"
"080420";"모다이노칩"
"080470";"성창오토텍"
"080520";"오디텍"
"080530";"코디"
"080580";"오킨스전자"
"080720";"한국유니온제약"
"081000";"일진다이아"
"081150";"티플랙스"
"081580";"성우전자"
"081660";"휠라홀딩스"
"082210";"옵트론텍"
"082270";"젬백스"
"082640";"동양생명"
"082660";"코스나인"
"082740";"HSD엔진"
"082800";"비보존 헬스케어"
"082850";"우리바이오"
"082920";"비츠로셀"
"083310";"엘오티베큠"
"083420";"그린케미칼"
"083450";"GST"
"083470";"이엠앤아이"
"083500";"에프엔에스테크"
"083550";"케이엠"
"083640";"인콘"
"083650";"비에이치아이"
"083660";"CSA 코스믹"
"083790";"크리스탈지노믹스"
"083930";"아바코"
"084010";"대한제강"
"084110";"휴온스글로벌"
"084180";"수성이노베이션"
"084370";"유진테크"
"084440";"유비온"
"084650";"랩지노믹스"
"084670";"동양고속"
"084680";"이월드"
"084690";"대상홀딩스"
"084695";"대상홀딩스우"
"084730";"팅크웨어"
"084850";"아이티엠반도체"
"084870";"TBH글로벌"
"084990";"헬릭스미스"
"085310";"엔케이"
"085370";"루트로닉"
"08537M";"루트로닉3우C"
"085620";"미래에셋생명"
"085660";"차바이오텍"
"085670";"뉴프렉스"
"085810";"알티캐스트"
"085910";"네오티스"
"086040";"바이오톡스텍"
"086060";"진바이오텍"
"086220";"네추럴FNP"
"086280";"현대글로비스"
"086390";"유니테스트"
"086450";"동국제약"
"086460";"에스엔피제네틱스"
"086520";"에코프로"
"086670";"비엠티"
"086710";"선진뷰티사이언스"
"086790";"하나금융지주"
"086820";"바이오솔루션"
"086890";"이수앱지스"
"086900";"메디톡스"
"086960";"한컴MDS"
"086980";"쇼박스"
"087010";"펩트론"
"087260";"모바일어플라이언스"
"087600";"픽셀플러스"
"088130";"동아엘텍"
"088260";"이리츠코크렙"
"088290";"이원컴포텍"
"088350";"한화생명"
"088390";"이녹스"
"088790";"진도"
"088800";"에이스테크"
"088910";"동우팜투테이블"
"088980";"맥쿼리인프라"
"089010";"켐트로닉스"
"089030";"테크윙"
"089140";"넥스턴바이오"
"089150";"케이씨티"
"089230";"THE E&M"
"089470";"HDC현대EP"
"089530";"에이티세미콘"
"089590";"제주항공"
"089600";"나스미디어"
"089790";"제이티"
"089850";"유비벨록스"
"089860";"롯데렌탈"
"089890";"코세스"
"089970";"에이피티씨"
"089980";"상아프론테크"
"090080";"평화산업"
"090150";"아이윈"
"090350";"노루페인트"
"090355";"노루페인트우"
"090360";"로보스타"
"090370";"메타랩스"
"090410";"덕신하우징"
"090430";"아모레퍼시픽"
"090435";"아모레퍼시픽우"
"090460";"비에이치"
"090470";"제이스텍"
"090710";"휴림로봇"
"090740";"연이비앤티"
"090850";"현대이지웰"
"091090";"세원이앤씨"
"091120";"이엠텍"
"091340";"S&K폴리텍"
"091440";"텔레필드"
"091580";"상신이디피"
"091590";"남화토건"
"091700";"파트론"
"091810";"티웨이항공"
"091970";"나노캠텍"
"091990";"셀트리온헬스케어"
"092040";"아미코젠"
"092070";"디엔에프"
"092130";"이크레더블"
"092190";"서울바이오시스"
"092200";"디아이씨"
"092220";"KEC"
"092230";"KPX홀딩스"
"092300";"현우산업"
"092440";"기신정기"
"092460";"한라IMS"
"092590";"럭스피아"
"092600";"앤씨앤"
"092730";"네오팜"
"092780";"동양피스톤"
"092870";"엑시콘"
"093050";"LF"
"093190";"빅솔론"
"093230";"이아이디"
"093240";"형지엘리트"
"093320";"케이아이엔엑스"
"093370";"후성"
"093380";"풍강"
"093510";"엔지브이아이"
"093520";"매커스"
"093640";"다믈멀티미디어"
"093920";"서원인텍"
"094170";"동운아나텍"
"094280";"효성ITX"
"094360";"칩스앤미디어"
"094480";"갤럭시아머니트리"
"094800";"맵스리얼티1"
"094820";"일진파워"
"094840";"슈프리마에이치큐"
"094850";"참좋은여행"
"094860";"네오리진"
"094940";"푸른기술"
"094970";"제이엠티"
"095190";"이엠코리아"
"095270";"웨이브일렉트로"
"095340";"ISC"
"095500";"미래나노텍"
"095570";"AJ네트웍스"
"095610";"테스"
"095660";"네오위즈"
"095700";"제넥신"
"095720";"웅진씽크빅"
"095910";"에스에너지"
"096040";"이트론"
"096240";"청담러닝"
"096300";"베트남개발1"
"096350";"대창솔루션"
"096530";"씨젠"
"096610";"알에프세미"
"096630";"에스코넥"
"096640";"멜파스"
"096690";"에이루트"
"096760";"JW홀딩스"
"096770";"SK이노베이션"
"096775";"SK이노베이션우"
"096870";"엘디티"
"097230";"HJ중공업"
"097520";"엠씨넥스"
"097780";"에스맥"
"097800";"윈팩"
"097870";"효성오앤비"
"097950";"CJ제일제당"
"097955";"CJ제일제당 우"
"098120";"마이크로컨텍솔"
"098460";"고영"
"098660";"에스티오"
"099190";"아이센스"
"099220";"SDN"
"099320";"쎄트렉아이"
"099390";"브레인즈컴퍼니"
"099410";"동방선기"
"099430";"바이오플러스"
"099440";"스맥"
"099520";"ITX-AI"
"099750";"이지케어텍"
"100030";"모바일리더"
"100090";"삼강엠앤티"
"100120";"뷰웍스"
"100130";"동국S&C"
"100220";"비상교육"
"100250";"진양홀딩스"
"100590";"머큐리"
"100660";"서암기계공업"
"100700";"세운메디칼"
"100790";"미래에셋벤처투자"
"100840";"SNT에너지"
"101000";"상상인인더스트리"
"101140";"인바이오젠"
"101160";"월덱스"
"101170";"우림피티에스"
"101240";"씨큐브"
"101330";"모베이스"
"101360";"이엔드디"
"101390";"아이엠"
"101400";"엔시트론"
"101490";"에스앤에스텍"
"101530";"해태제과식품"
"101670";"코리아에스이"
"101680";"한국정밀기계"
"101730";"위메이드맥스"
"101930";"인화정공"
"102120";"어보브반도체"
"102260";"동성케미컬"
"102280";"쌍방울"
"102370";"케이옥션"
"102460";"이연제약"
"102710";"이엔에프테크놀로지"
"102940";"코오롱생명과학"
"103140";"풍산"
"103230";"에스앤더블류"
"103590";"일진전기"
"103660";"씨앗"
"103840";"우양"
"104040";"대성파인텍"
"104200";"NHN벅스"
"104460";"디와이피엔에프"
"104480";"티케이케미칼"
"104540";"코렌텍"
"104620";"노랑풍선"
"104700";"한국철강"
"104830";"원익머트리얼즈"
"105330";"케이엔더블유"
"105550";"트루윈"
"105560";"KB금융"
"105630";"한세실업"
"105740";"디케이락"
"105840";"우진"
"106080";"하이소닉"
"106190";"하이텍팜"
"106240";"파인테크닉스"
"106520";"디지탈옵틱"
"107590";"미원홀딩스"
"107640";"한중엔시에스"
"108230";"톱텍"
"108320";"LX세미콘"
"108380";"대양전기공업"
"108490";"로보티즈"
"108670";"LX하우시스"
"108675";"LX하우시스우"
"108860";"셀바스AI"
"109070";"컨버즈"
"109080";"옵티시스"
"109610";"에스와이"
"109740";"디에스케이"
"109820";"진매트릭스"
"109860";"동일금속"
"109960";"에이프로젠 H&G"
"110020";"전진바이오팜"
"110790";"크리스에프앤씨"
"110990";"디아이티"
"111110";"호전실업"
"111710";"남화산업"
"111770";"영원무역"
"111870";"KH 일렉트론"
"112040";"위메이드"
"112190";"KC산업"
"112610";"씨에스윈드"
"113810";"디젠스"
"114090";"GKL"
"114120";"크루셜텍"
"114190";"강원에너지"
"114450";"KPX생명과학"
"114570";"지스마트글로벌"
"114630";"폴라리스우노"
"114810";"아이원스"
"114840";"아이패밀리에스씨"
"114920";"대주이엔티"
"115160";"휴맥스"
"115180";"큐리언트"
"115310";"인포바인"
"115390";"락앤락"
"115440";"우리넷"
"115450";"HLB테라퓨틱스"
"115480";"씨유메디칼"
"115500";"케이씨에스"
"115530";"씨엔플러스"
"115570";"스타플렉스"
"115610";"이미지스"
"115960";"연우"
"116100";"태양기계"
"117580";"대성에너지"
"117670";"알파홀딩스"
"117730";"티로보틱스"
"118000";"우리들휴브레인"
"118990";"모트렉스"
"119500";"포메탈"
"119610";"인터로조"
"119650";"KC코트렐"
"119830";"아이텍"
"119850";"지엔씨에너지"
"119860";"다나와"
"120030";"조선선재"
"120110";"코오롱인더"
"120115";"코오롱인더우"
"120240";"대정화금"
"121060";"유니포인트"
"121440";"골프존뉴딘홀딩스"
"121600";"나노신소재"
"121800";"비덴트"
"121850";"코이즈"
"121890";"에스디시스템"
"122310";"제노레이"
"122350";"삼기"
"122450";"KMH"
"122640";"예스티"
"122690";"서진오토모티브"
"122830";"원포유"
"122870";"와이지엔터테인먼트"
"122900";"아이마켓코리아"
"122990";"와이솔"
"123010";"폴라리스웍스"
"123040";"엠에스오토텍"
"123330";"제닉"
"123410";"코리아에프티"
"123420";"선데이토즈"
"123570";"이엠넷"
"123690";"한국화장품"
"123700";"SJM"
"123750";"알톤스포츠"
"123840";"한일진공"
"123860";"아나패스"
"123890";"한국자산신탁"
"124500";"아이티센"
"124560";"태웅로직스"
"125210";"아모그린텍"
"126340";"비나텍"
"126560";"현대퓨처넷"
"126600";"코프라"
"126640";"화신정공"
"126700";"하이비젼시스템"
"126870";"뉴로스"
"126880";"제이엔케이히터"
"127120";"디엔에이링크"
"127160";"매직마이크로"
"127710";"아시아경제"
"128540";"에코캡"
"128660";"피제이메탈"
"128820";"대성산업"
"128940";"한미약품"
"129260";"인터지스"
"129890";"앱코"
"130500";"GH신소재"
"130580";"나이스디앤비"
"130660";"한전산업"
"130740";"티피씨글로벌"
"131030";"디에이치피코리아"
"131090";"시큐브"
"131100";"스카이이앤엠"
"131180";"딜리"
"131220";"대한과학"
"131290";"티에스이"
"131370";"알서포트"
"131390";"원익피앤이"
"131400";"이브이첨단소재"
"131760";"파인텍"
"131970";"테스나"
"133750";"메가엠디"
"133820";"화인베스틸"
"134060";"이퓨쳐"
"134380";"미원화학"
"134580";"탑코미디어"
"134790";"시디즈"
"135160";"지오씨"
"136410";"아셈스"
"136480";"하림"
"136490";"선진"
"136510";"에디슨EV"
"136540";"윈스"
"136660";"큐엠씨"
"137080";"나래나노텍"
"137310";"에스디바이오센서"
"137400";"피엔티"
"137940";"넥스트아이"
"137950";"제이씨케미칼"
"138040";"메리츠금융지주"
"138070";"신진에스엠"
"138080";"오이솔루션"
"138250";"엔에스쇼핑"
"138360";"협진"
"138490";"코오롱플라스틱"
"138580";"비즈니스온"
"138610";"나이벡"
"138690";"엘아이에스"
"138930";"BNK금융지주"
"139050";"시티랩스"
"139130";"DGB금융지주"
"139480";"이마트"
"139670";"키네마스터"
"139990";"아주스틸"
"140070";"서플러스글로벌"
"140290";"청광건설"
"140410";"메지온"
"140520";"대창스틸"
"140610";"엔솔바이오사이언스"
"140660";"위월드"
"140670";"알에스오토메이션"
"140860";"파크시스템스"
"140910";"에이리츠"
"141000";"비아트론"
"141020";"포티스"
"141080";"레고켐바이오"
"142210";"유니트론텍"
"142280";"녹십자엠에스"
"142760";"바이오리더스"
"143160";"아이디스"
"143210";"핸즈코퍼레이션"
"143240";"사람인에이치알"
"143540";"영우디에스피"
"144510";"지씨셀"
"144960";"뉴파워프라즈마"
"145020";"휴젤"
"145210";"다이나믹디자인"
"145270";"케이탑리츠"
"145720";"덴티움"
"145990";"삼양사"
"145995";"삼양사우"
"147760";"마이크로프랜드"
"147830";"제룡산업"
"148140";"비디아이"
"148150";"세경하이테크"
"148250";"알엔투테크놀로지"
"148780";"비플라이소프트"
"149010";"아이케이세미콘"
"149300";"아퓨어스"
"149950";"아바텍"
"149980";"하이로닉"
"150440";"피노텍"
"150840";"인트로메딕"
"150900";"파수"
"151860";"KG ETS"
"151910";"나노스"
"152550";"한국ANKOR유전"
"153360";"하이골드3호"
"153460";"네이블"
"153490";"우리이앤엘"
"153710";"옵티팜"
"154030";"아시아종묘"
"154040";"솔루에타"
"155650";"와이엠씨"
"155660";"DSR"
"155900";"바다로19호"
"156100";"엘앤케이바이오"
"158310";"참존글로벌"
"158430";"아톤"
"159010";"아스플로"
"159580";"제로투세븐"
"159910";"스킨앤스킨"
"160550";"NEW"
"160600";"이큐셀"
"160980";"싸이맥스"
"161000";"애경케미칼"
"161390";"한국타이어앤테크놀로지"
"161570";"THE MIDONG"
"161580";"필옵틱스"
"161890";"한국콜마"
"162120";"루켄테크놀러지스"
"163430";"디피코"
"163560";"동일고무벨트"
"163730";"핑거"
"164060";"이루다"
"166090";"하나머티리얼즈"
"166480";"코아스템"
"168330";"내츄럴엔도텍"
"168490";"한국패러랠"
"169330";"엠브레인"
"169670";"코스텍시스템"
"170030";"현대공업"
"170790";"파이오링크"
"170900";"동아에스티"
"170920";"엘티씨"
"171010";"램테크놀러지"
"171090";"선익시스템"
"171120";"라이온켐텍"
"173130";"오파스넷"
"173940";"에프엔씨엔터"
"174880";"장원테크"
"174900";"앱클론"
"175140";"인포마크"
"175250";"아이큐어"
"175330";"JB금융지주"
"176440";"에이치엔티"
"176750";"듀켐바이오"
"177350";"베셀"
"177830";"파버나인"
"178320";"서진시스템"
"178600";"대동고려삼"
"178780";"유테크"
"178920";"PI첨단소재"
"179290";"엠아이텍"
"179530";"애드바이오텍"
"179720";"렌딩머신"
"179900";"유티아이"
"180060";"탑선"
"180400";"디엑스앤브이엑스"
"180640";"한진칼"
"18064K";"한진칼우"
"181340";"이즈미디어"
"181710";"NHN"
"182360";"큐브엔터"
"182400";"엔케이맥스"
"182690";"테라셈"
"183190";"아세아시멘트"
"183300";"코미코"
"183410";"골프존데카"
"183490";"엔지켐생명과학"
"184230";"SGA솔루션즈"
"185190";"수프로"
"185490";"아이진"
"185750";"종근당"
"186230";"그린플러스"
"187220";"디티앤씨"
"187270";"신화콘텍"
"187420";"제노포커스"
"187660";"에이디엠코리아"
"187790";"나노"
"187870";"디바이스이엔지"
"189300";"인텔리안테크"
"189330";"씨이랩"
"189350";"코셋"
"189690";"포시에스"
"189860";"서전기전"
"189980";"흥국에프엔비"
"190510";"나무가"
"190650";"코리아에셋투자증권"
"191410";"육일씨엔에쓰"
"191420";"테고사이언스"
"191600";"블루탑"
"192080";"더블유게임즈"
"192250";"케이사인"
"192390";"윈하이텍"
"192400";"쿠쿠홀딩스"
"192410";"THQ"
"192440";"슈피겐코리아"
"192650";"드림텍"
"192820";"코스맥스"
"193250";"와이제이엠게임즈"
"194370";"제이에스코퍼레이션"
"194480";"데브시스터즈"
"194700";"노바렉스"
"195500";"마니커에프앤지"
"195870";"해성디에스"
"195940";"HK이노엔"
"195990";"에이비프로바이오"
"196170";"알테오젠"
"196300";"애니젠"
"196450";"코아시아옵틱스"
"196490";"디에이테크놀로지"
"196700";"웹스"
"197140";"디지캡"
"198080";"엔피디"
"198440";"고려시멘트"
"199150";"데이터스트림즈"
"199290";"바이오프로테크"
"199800";"툴젠"
"199820";"제일전기공업"
"200130";"콜마비앤에이치"
"200230";"텔콘RF제약"
"200350";"래몽래인"
"200470";"에이팩트"
"200580";"메디쎄이"
"200670";"휴메딕스"
"200710";"에이디테크놀로지"
"200780";"비씨월드제약"
"200880";"서연이화"
"201490";"미투온"
"202960";"판도라티비"
"203400";"에이비온"
"203450";"유니온커뮤니티"
"203650";"드림시큐리티"
"203690";"프로스테믹스"
"204020";"그리티"
"204210";"모두투어리츠"
"204270";"제이앤티씨"
"204320";"만도"
"204620";"글로벌텍스프리"
"204630";"스튜디오산타클로스"
"204840";"지엘팜텍"
"205100";"엑셈"
"205470";"휴마시스"
"205500";"액션스퀘어"
"206400";"베노홀딩스"
"206560";"덱스터"
"206640";"바디텍메드"
"206650";"유바이오로직스"
"206950";"볼빅"
"207490";"에이펙스인텍"
"207760";"미스터블루"
"207940";"삼성바이오로직스"
"208140";"정다운"
"208340";"파멥신"
"208350";"지란지교시큐리티"
"208370";"셀바스헬스케어"
"208640";"썸에이지"
"208710";"바이오로그디바이스"
"208850";"이비테크"
"208860";"엔지스테크널러지"
"208890";"미래엔에듀파트너"
"210120";"빅텐츠"
"210540";"디와이파워"
"210980";"SK디앤디"
"211050";"인카금융서비스"
"211270";"AP위성"
"212310";"휴벡셀"
"212560";"네오오토"
"213420";"덕산네오룩스"
"213500";"한솔제지"
"214150";"클래시스"
"214180";"민앤지"
"214260";"라파스"
"214270";"FSN"
"214310";"에스엘바이오닉스"
"214320";"이노션"
"214330";"금호에이치티"
"214370";"케어젠"
"214390";"경보제약"
"214420";"토니모리"
"214430";"아이쓰리시스템"
"214450";"파마리서치"
"214610";"미코바이오메드"
"214680";"디알텍"
"214870";"뉴지랩파마"
"215000";"골프존"
"215050";"비엔디생활건강"
"215090";"휴센텍"
"215100";"로보로보"
"215200";"메가스터디교육"
"215360";"우리산업"
"215380";"우정바이오"
"215480";"토박스코리아"
"215570";"크로넥스"
"215600";"신라젠"
"215790";"이노인스트루먼트"
"216050";"인크로스"
"216080";"제테마"
"216280";"원텍"
"216400";"인바이츠바이오코아"
"217190";"제너셈"
"217270";"넵튠"
"217320";"썬테크"
"217330";"싸이토젠"
"217480";"에스디생명공학"
"217500";"러셀"
"217600";"켐온"
"217620";"디딤"
"217730";"강스템바이오텍"
"217820";"엔에스"
"217880";"틸론"
"217910";"에스제이켐"
"217950";"파마리서치바이오"
"218150";"미래생명자원"
"218410";"RFHIC"
"219130";"타이거일렉"
"219420";"링크제니시스"
"219550";"디와이디"
"219750";"지티지웰니스"
"220100";"퓨쳐켐"
"220180";"핸디소프트"
"220260";"켐트로스"
"220630";"맘스터치"
"221800";"유투바이오"
"221840";"하이즈항공"
"221980";"케이디켐"
"222040";"코스맥스엔비티"
"222080";"씨아이에스"
"222110";"팬젠"
"222160";"바이옵트로"
"222420";"쎄노텍"
"222670";"플럼라인생명과학"
"222800";"심텍"
"222810";"마이더스AI"
"222980";"한국맥널티"
"223220";"로지스몬"
"223250";"드림씨아이에스"
"223310";"커머스마이너"
"224020";"에스케이씨에스"
"224060";"코디엠"
"224110";"에이텍티앤"
"224760";"엔에스컴퍼니"
"224810";"엄지하우스"
"225190";"삼양옵틱스"
"225220";"제놀루션"
"225330";"씨엠에스에듀"
"225430";"케이엠제약"
"225530";"보광산업"
"225570";"넷게임즈"
"225590";"패션플랫폼"
"225850";"미애부"
"225860";"엠앤씨생명과학"
"226320";"잇츠한불"
"226330";"신테카바이오"
"226340";"본느"
"226360";"KH E&T"
"226400";"오스테오닉"
"226440";"한송네오텍"
"226950";"올릭스"
"227100";"에이치앤비디자인"
"227420";"도부마스크"
"227610";"아우딘퓨쳐스"
"227840";"현대코퍼레이션홀딩스"
"227950";"엔투텍"
"228340";"동양파일"
"228670";"레이"
"228760";"지노믹트리"
"228850";"레이언스"
"229000";"젠큐릭스"
"229500";"노브메타파마"
"229640";"LS전선아시아"
"230240";"에치에프알"
"230360";"에코마케팅"
"230980";"에이트원"
"232140";"와이아이케이"
"232530";"이엠티"
"232680";"라온테크"
"232830";"시큐센"
"233250";"메디안디노스틱"
"233990";"질경이"
"234070";"에이원알폼"
"234080";"JW생명과학"
"234100";"세원"
"234300";"에스트래픽"
"234340";"세틀뱅크"
"234690";"녹십자웰빙"
"234920";"자이글"
"235980";"메드팩토"
"236030";"씨알푸드"
"236200";"슈프리마"
"236340";"메디젠휴먼케어"
"236810";"엔비티"
"237690";"에스티팜"
"237750";"피앤씨테크"
"237820";"플레이디"
"237880";"클리오"
"238090";"앤디포스"
"238120";"얼라인드"
"238170";"엔에스엠"
"238200";"비피도"
"238490";"힘스"
"238500";"로보쓰리"
"239340";"줌인터넷"
"239610";"에이치엘사이언스"
"239890";"피엔에이치테크"
"240340";"인터코스"
"240810";"원익IPS"
"241520";"DSC인베스트먼트"
"241560";"두산밥캣"
"241590";"화승엔터프라이즈"
"241690";"유니테크노"
"241710";"코스메카코리아"
"241770";"메카로"
"241790";"오션브릿지"
"241820";"피씨엘"
"241840";"에이스토리"
"242040";"나무기술"
"242350";"피엔아이컴퍼니"
"243070";"휴온스"
"243840";"신흥에스이씨"
"243870";"굿센"
"244460";"올리패스"
"244880";"나눔테크"
"244920";"에이플러스에셋"
"245450";"씨앤에스링크"
"245620";"EDGC"
"246250";"에스엘에스바이오"
"246690";"TS인베스트먼트"
"246710";"티앤알바이오팹"
"246720";"아스타"
"246960";"이노테라피"
"247540";"에코프로비엠"
"247660";"나노씨엠에스"
"248020";"젬"
"248070";"솔루엠"
"248170";"샘표식품"
"249420";"일동제약"
"250000";"보라티알"
"250030";"진코스텍"
"250060";"모비스"
"250930";"예선테크"
"251270";"넷마블"
"251280";"안지오랩"
"251370";"와이엠티"
"251630";"브이원텍"
"251970";"펌텍코리아"
"252500";"세화피앤씨"
"252990";"샘씨엔에스"
"253450";"스튜디오드래곤"
"253590";"네오셈"
"253610";"루트락"
"253840";"수젠텍"
"254120";"자비스"
"254160";"제이엠멀티"
"255220";"SG"
"255440";"야스"
"256150";"한독크린텍"
"256630";"포인트엔지니어링"
"256840";"한국비엔씨"
"256940";"케이피에스"
"257370";"명성티엔에스"
"257720";"실리콘투"
"257990";"나우코스"
"258050";"테크트랜스"
"258250";"셀젠텍"
"258540";"스템랩"
"258610";"이더블유케이"
"258790";"소프트캠프"
"258830";"세종메디칼"
"259630";"엠플러스"
"259960";"크래프톤"
"260660";"알리코제약"
"260870";"시그넷이브이"
"260930";"씨티케이"
"260970";"에스앤디"
"261200";"덴티스"
"261780";"차백신연구소"
"262260";"에이프로"
"262840";"아이퀘스트"
"263020";"디케이앤디"
"263050";"유틸렉스"
"263540";"샘코"
"263600";"덕우전자"
"263690";"디알젬"
"263700";"케어랩스"
"263720";"디앤씨미디어"
"263750";"펄어비스"
"263770";"유에스티"
"263800";"데이타솔루션"
"263810";"상신전자"
"263860";"지니언스"
"263920";"휴온스블러썸"
"264450";"유비쿼스"
"264660";"씨앤지하이테크"
"264850";"이랜시스"
"264900";"크라운제과"
"26490K";"크라운제과우"
"265520";"AP시스템"
"265560";"영화테크"
"265740";"엔에프씨"
"266170";"뿌리깊은나무들"
"266470";"바이오인프라생명과학"
"266870";"파워풀엑스"
"267060";"명진홀딩스"
"267250";"현대중공업지주"
"267260";"현대일렉트릭"
"267270";"현대건설기계"
"267290";"경동도시가스"
"267320";"나인테크"
"267790";"배럴"
"267810";"앙츠"
"267850";"아시아나IDT"
"267980";"매일유업"
"268280";"미원에스씨"
"268600";"셀리버리"
"269620";"시스웍"
"270020";"이십일스토어"
"270210";"에스알바이오텍"
"270520";"지엔원에너지"
"270660";"에브리봇"
"270870";"뉴트리"
"271560";"오리온"
"271850";"다이오진"
"271940";"일진하이솔루스"
"271980";"제일약품"
"272110";"케이엔제이"
"272210";"한화시스템"
